Marque;"Libellé modèle";Modèle;Groupe;"Description Commerciale";Energie;Carrosserie;Cylindrée;Gamme;"Puissance fiscale";"Puissance maximale";"Puissance nominale électrique";"Poids à vide";"Rapport poids-puissance";"Type de boite";"Nombre rapports";"Conso basse vitesse Min";"Conso basse vitesse Max";"Conso moyenne vitesse Min";"Conso moyenne vitesse Max";"Conso haute vitesse Min";"Conso haute vitesse Max";"Conso T-haute vitesse Min";"Conso T-haute vitesse Max";"Conso vitesse mixte Min";"Conso vitesse mixte Max";"Conso elec Min";"Conso elec Max";"Autonomie elec Min";"Autonomie elec Max";"Autonomie elec urbain Min";"Autonomie elec urbain Max";"CO2 basse vitesse Min";"CO2 basse vitesse Max";"CO2 moyenne vitesse Min";"CO2 moyenne vitesse Max";"CO2 haute vitesse Min";"CO2 haute vitesse Max";"CO2 T-haute vitesse Min";"CO2 T-haute vitesse Max";"CO2 vitesse mixte Min";"CO2 vitesse mixte Max";"Essai CO2 type 1";"Essai HC";"Essai Nox";"Essai HCNox";"Essai particules";"Masse OM Min";"Masse OM Max";Bonus-Malus;"Barème Bonus-Malus";"Prix véhicule"
HYUNDAI;TUCSON;TUCSON;HYUNDAI;"TUCSON CRDi (136ch) DCT-7 Hybrid 48V Business";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";7;100,000;7,940;1531;0,07;AUTOMATIQUE;7;5,289;5,437;5,070;5,196;4,439;4,950;5,988;6,376;5,231;5,571;;;;;;;138,42;142,31;132,69;135,99;116,13;129,53;156,75;166,93;136,89;145,82;0,120;;0,035;0,077;0,000;1606;1606;Malus;11912;41025
B.M.W.;"SERIE 4";420;AUTRES;"420i Gran Coupe";ESSENCE;BERLINE;1998;"MOYENNE SUPERIEURE";10;135,000;;1620;0,08;AUTOMATIQUE;8;9,556;9,999;6,655;7,346;5,638;6,535;6,193;7,342;6,564;7,448;;;;;;;217,23;227,18;151,18;166,78;128,01;148,32;140,66;166,70;149,10;169,10;0,255;0,022;0,014;;0,000;1695;1695;Malus;1761;53833
B.M.W.;"SERIE 2";220;AUTRES;"220i Gran Coupé";ESSENCE;BERLINE;1998;"MOYENNE INFERIEURE";9;131,000;;1430;0,09;AUTOMATIQUE;7;9,169;9,172;6,027;6,825;4,934;5,902;5,446;7,220;5,902;6,993;;;;;;;209,40;209,41;137,55;155,75;112,55;134,66;124,27;164,78;134,70;159,60;0,156;0,017;0,011;;0,000;1505;1505;Malus;400;44133
MINI;MINI;CLUBMAN;B.M.W.;"MINI John Cooper Works Clubman (F54)";ESSENCE;BREAK;1998;INFERIEURE;19;225,000;;1555;0,14;AUTOMATIQUE;8;10,358;10,902;7,335;7,902;6,430;6,877;7,175;7,697;7,402;7,913;;;;;;;235,92;248,37;166,98;179,95;146,34;156,58;163,33;175,28;168,50;180,20;0,182;0,012;0,019;;0,000;1630;1630;Malus;5105;51350
SKODA;KODIAQ;KODIAQ;VGF;"Kodiaq Style 2.0 TDI (150ch) DSG7 4x4. 7PL. classe A";GAZOLE;"TS TERRAINS/CHEMINS";1968;SUPERIEURE;8;110,000;;1757;0,06;AUTOMATIQUE;7;7,304;7,759;5,413;5,979;4,737;5,312;5,550;6,318;5,505;6,130;;;;;;;191,35;203,29;141,79;156,63;124,07;139,14;145,38;165,50;144,20;160,60;0,023;;0,029;0,037;0,000;1832;1832;Malus;2221;33820
FIAT;500X;500X;STELLANTIS;"500X 1.0 FireFly (120ch)";ESSENCE;"TS TERRAINS/CHEMINS";999;INFERIEURE;6;88,000;;1320;0,07;MECANIQUE;6;7,894;8,374;5,917;6,610;5,387;5,977;6,485;7,192;6,218;6,856;;;;;;;179,57;190,68;134,41;150,37;122,32;135,92;147,39;163,67;141,30;156,00;0,423;0,023;0,016;;0,000;1395;1395;Malus;360;24990
B.M.W.;"SERIE 1";116;AUTRES;116i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";6;80,000;;1320;0,06;MECANIQUE;6;7,870;8,349;5,676;6,530;4,824;5,905;5,453;6,998;5,626;6,746;;;;;;;179,70;190,56;129,55;148,97;110,05;134,69;124,43;159,66;128,40;153,90;0,179;0,019;0,011;;0,000;1395;1395;Malus;190;33960
KIA;CEED;CEED;HYUNDAI;"CEED 1.6 Diesel CRDi (136ch) ISG MHEV iBVM6";"GAZ+ELEC HNR";BERLINE;1598;"MOYENNE INFERIEURE";7;100,000;5,700;1343;0,07;MECANIQUE;6;5,115;5,620;4,298;4,572;3,823;4,105;4,681;5,011;4,397;4,723;;;;;;;133,96;147,22;112,53;119,73;100,06;107,48;122,56;131,25;115,10;123,70;0,113;;0,014;0,052;0,000;1418;1418;"Neutre 0";11900;30950
B.M.W.;"SERIE 1";120;AUTRES;120i;ESSENCE;BERLINE;1998;"MOYENNE INFERIEURE";9;131,000;;1390;0,09;AUTOMATIQUE;7;9,169;9,172;6,027;6,825;4,934;5,902;5,446;7,220;5,902;6,993;;;;;;;209,40;209,41;137,55;155,75;112,55;134,66;124,27;164,78;134,70;159,60;0,156;0,017;0,011;;0,000;1465;1465;Malus;280;41488
B.M.W.;"SERIE 2";218;AUTRES;"218d Gran Coupé";GAZOLE;BERLINE;1995;"MOYENNE INFERIEURE";8;110,000;;1470;0,07;AUTOMATIQUE;8;6,352;6,973;4,672;5,407;4,154;4,981;4,422;5,417;4,648;5,488;;;;;;;166,32;182,56;122,25;141,49;108,65;130,31;115,69;141,75;121,60;143,60;0,178;;0,013;0,066;0,000;1545;1545;Malus;75;43563
FIAT;PANDA;PANDA;STELLANTIS;"PANDA 4x4 0.9 TwinAir (85ch)";ESSENCE;BERLINE;875;INFERIEURE;4;62,500;;1090;0,06;MECANIQUE;6;;7,929;;6,145;;5,754;;7,822;;6,857;;;;;;;;179,99;;139,24;;130,31;;177,54;;155,50;0,621;0,047;0,030;;;1165;1165;Malus;1629;14490
SKODA;OCTAVIA;OCTAVIA;VGF;"OCTAVIA Combi 2.0 TDI (150ch) DSG7";GAZOLE;BREAK;1968;"MOYENNE SUPERIEURE";8;110,000;;1424;0,08;AUTOMATIQUE;7;6,166;6,470;4,227;5,078;3,544;4,558;3,993;5,452;4,192;5,236;;;;;;;161,70;169,69;110,82;133,17;92,90;119,52;104,70;142,96;109,90;137,30;0,026;;0,028;0,037;0,000;1499;1499;"Neutre 0";;37710
MINI;MINI;MINI;B.M.W.;"MINI One 102 Hatch 3P (F56)";ESSENCE;BERLINE;1499;INFERIEURE;5;75,000;;1155;0,06;MECANIQUE;6;7,478;7,959;5,143;5,988;4,570;5,460;5,319;6,604;5,340;6,306;;;;;;;170,08;181,04;116,92;136,15;103,88;124,14;120,93;150,18;121,40;143,40;0,094;0,011;0,006;;0,000;1230;1230;"Neutre 0";;24950
SKODA;KODIAQ;KODIAQ;VGF;"Kodiaq RS 2.0 TSI (245ch) DSG7 4x4. 7PL. classe B";ESSENCE;"TS TERRAINS/CHEMINS";1984;SUPERIEURE;14;180,000;;1751;0,10;AUTOMATIQUE;7;12,194;12,980;8,737;9,433;7,447;8,307;8,552;9,557;8,734;9,602;;;;;;;276,94;294,74;198,26;214,06;168,91;188,43;194,06;216,87;198,20;217,90;0,331;0,018;0,010;;0,000;1826;1826;Malus;18448;53260
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive30d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;LUXE;17;210,000;0,000;2190;0,10;AUTOMATIQUE;8;8,821;8,884;6,274;7,266;5,579;6,624;6,588;7,831;6,510;7,484;;;;;;;230,96;232,59;164,21;190,19;146,00;173,36;172,43;204,99;170,40;195,90;0,141;;0,045;0,063;0,001;2265;2265;Malus;16610;77717
TOYOTA;"YARIS CROSS";"YARIS CROSS";TOYOTA;"Yaris Cross 1.5L (116ch) Hybrid AWD-i Dynamic Business MY21";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1490;INFERIEURE;5;68,000;37,000;1260;0,05;"VARIATION CONTINUE";0;3,654;4,195;3,539;3,973;4,017;4,421;6,190;6,718;4,642;5,114;;;;;;;82,83;95,12;80,23;90,07;91,09;100,27;140,44;152,44;105,28;116,01;0,098;0,010;0,003;;;1335;1335;"Neutre 0";11900;29600
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue (130ch) BVM6";GAZOLE;MINIBUS;1995;"MOYENNE INFERIEURE";7;95,600;;2012;0,05;MECANIQUE;6;7,024;10,060;5,797;9,161;5,629;9,343;5,582;13,147;5,832;10,751;;;;;;;184,14;263,82;151,93;240,22;147,52;245,02;146,28;344,84;152,85;281,95;0,117;0,014;0,049;0,065;0,001;2087;2501;Malus;27406;51095
B.M.W.;"SERIE 2";218;AUTRES;"218i Active Tourer";ESSENCE;"MONOSPACE COMPACT";1499;"MOYENNE INFERIEURE";7;100,000;;1470;0,07;AUTOMATIQUE;7;8,650;9,234;6,325;6,934;5,255;6,019;6,013;6,888;6,194;6,942;;;;;;;197,01;210,29;143,98;157,81;119,57;136,95;136,88;156,77;141,00;158,00;0,204;0,007;0,009;;0,000;1545;1545;Malus;450;36688
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (115ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;6;85,000;;1558;0,05;MECANIQUE;6;6,139;6,782;5,430;6,022;4,755;5,555;6,087;7,344;5,549;6,447;;;;;;;161,01;177,96;142,36;157,96;124,60;145,68;159,63;192,74;145,49;169,16;0,170;0,048;0,039;0,086;0,001;1633;1633;Malus;818;29800
PEUGEOT;3008;3008;AUTRES;"3008 1.5 BlueHDi FAP S&S (130ch) BVM6";GAZOLE;"TS TERRAINS/CHEMINS";1499;"MOYENNE INFERIEURE";7;96,000;;1429;0,07;MECANIQUE;6;4,873;5,751;4,406;5,348;4,093;5,005;5,174;6,282;4,644;5,627;;;;;;;127,78;150,82;115,53;140,25;107,32;131,24;135,68;164,77;121,78;147,58;0,052;;0,041;0,045;0,000;1504;1504;Malus;100;38190
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (115ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;6;85,000;;1579;0,05;MECANIQUE;6;6,139;6,782;5,430;6,022;4,755;5,555;6,087;7,344;5,549;6,447;;;;;;;161,01;177,96;142,36;157,96;124,60;145,68;159,63;192,74;145,49;169,16;0,170;0,048;0,039;0,086;0,001;1654;1654;Malus;1276;29800
B.M.W.;"SERIE 2";220;AUTRES;"220d Gran Coupé";GAZOLE;BERLINE;1995;"MOYENNE INFERIEURE";10;140,000;;1505;0,09;AUTOMATIQUE;8;6,445;6,674;4,924;5,451;4,254;5,115;4,607;5,776;4,808;5,626;;;;;;;168,75;174,71;128,85;142,61;111,27;133,81;120,55;151,15;125,80;147,20;0,190;;0,016;0,069;0,000;1580;1580;Malus;150;47413
CUPRA;"FORMENTOR E-HYBRID";FORMENTOR;VGF;"CUPRA FORMENTOR 1.4 e-HYBRID (204ch) DSG6";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";1395;"MOYENNE SUPERIEURE";8;110,000;55,000;1605;0,07;AUTOMATIQUE;6;;;;;;;;;1,300;1,700;154,000;169,000;55,000;48,000;66,000;60,000;;;;;;;;;29,23;38,82;0,265;0,014;0,010;;0,000;1680;1680;"Bonus 1000";;46683
SKODA;KODIAQ;KODIAQ;VGF;"Kodiaq Style 1.5 TSI (150ch) DSG7 4x2. 5PL. classe A";ESSENCE;"TS TERRAINS/CHEMINS";1498;SUPERIEURE;8;110,000;;1525;0,07;AUTOMATIQUE;7;8,614;9,373;6,521;7,324;5,629;6,386;6,526;7,591;6,527;7,402;;;;;;;195,57;212,71;147,97;166,12;127,68;144,78;148,09;172,18;148,10;167,90;0,243;0,025;0,020;;0,000;1600;1600;Malus;2049;33820
MERCEDES;"CLASSE S";"S 580";AUTRES;"S 580 e";"ELEC+ESSENC HR";BERLINE;2999;LUXE;25;270,000;55,000;2305;0,12;AUTOMATIQUE;9;;;;;;;;;0,592;0,737;200,160;214,730;115,000;106,500;114,200;106,000;;;;;;;;;13,41;16,69;0,247;0,013;0,004;;0,000;2380;2380;"Neutre 0";;82525
FERRARI;"SF90 SPIDER";SF90;AUTRES;"SF90 Spider";"ELEC+ESSENC HR";CABRIOLET;3990;LUXE;83;574,000;139,000;1830;0,31;MECANIQUE;8;;;;;;;;;;6,400;;123,000;;19,000;;26,000;;;;;;;;;;162,00;0,410;0,039;0,012;;0,000;1905;1905;Malus;1050;475000
VOLVO;XC60;XC60;GEELY;"XC60 TWIN ENGINE FWD (310ch) Geartronic 8";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";1969;SUPERIEURE;20;228,000;131,500;2075;0,11;AUTOMATIQUE;8;;;;;;;;;0,941;1,334;187,150;212,360;80,000;68,000;96,000;86,000;;;;;;;;;21,36;30,29;0,243;0,008;0,008;;0,000;2150;2150;"Neutre 0";;85355
OPEL;CROSSLAND;"CROSSLAND X";STELLANTIS;"CROSSLAND (130ch)";ESSENCE;"TS TERRAINS/CHEMINS";1199;INFERIEURE;7;96,000;;1205;0,08;AUTOMATIQUE;6;7,369;8,116;5,583;6,465;4,839;5,696;5,740;7,164;5,647;6,696;;;;;;;166,48;183,21;126,04;145,83;109,20;128,41;129,61;161,65;127,50;151,05;0,296;0,019;0,035;;0,001;1280;1280;Malus;280;29750
KIA;NIRO;NIRO;HYUNDAI;"Niro HEV 1.6 essence Gdi (105ch) ISG / Electrique (60.5ch) DCT6 Système hybride (141 ch)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1580;"MOYENNE INFERIEURE";5;77,200;10,100;1399;0,06;AUTOMATIQUE;6;4,310;4,065;3,665;4,363;3,777;4,389;5,443;5,456;4,416;4,719;;;;;;;97,99;92,40;83,30;99,20;85,85;99,79;123,76;124,05;100,40;107,30;0,037;0,007;0,005;;0,002;1474;1474;"Neutre 0";11900;34850
SKODA;OCTAVIA;OCTAVIA;VGF;"OCTAVIA Berline 1.0 TSI (110ch) BVM6";ESSENCE;BERLINE;999;"MOYENNE SUPERIEURE";6;81,000;;1235;0,07;MECANIQUE;6;6,562;7,201;4,948;5,847;4,337;5,382;4,899;6,420;4,957;6,087;;;;;;;148,50;162,97;111,88;132,24;98,03;121,71;110,79;145,24;112,10;137,70;0,190;0,025;0,042;;0,000;1310;1310;"Neutre 0";;28345
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (158ch+0Kw)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;INFERIEURE;8;116,000;0,000;1298;0,09;AUTOMATIQUE;7;7,370;7,798;5,600;6,079;4,937;5,375;6,100;6,673;5,809;6,302;;;;;;;166,74;176,42;126,53;137,37;111,46;121,38;137,89;150,87;131,27;142,43;0,450;0,013;0,027;;0,000;1373;1373;Malus;11905;30200
B.M.W.;"SERIE 4";420;AUTRES;"420i Gran Coupe";ESSENCE;BERLINE;1998;"MOYENNE SUPERIEURE";10;135,000;;1620;0,08;AUTOMATIQUE;8;9,556;9,999;6,655;7,346;5,638;6,535;6,193;7,342;6,564;7,448;;;;;;;217,23;227,18;151,18;166,78;128,01;148,32;140,66;166,70;149,10;169,10;0,255;0,022;0,014;;0,000;1695;1695;Malus;1761;53833
SKODA;SUPERB;SUPERB;VGF;"Superb Berline 2.0 TDI (150ch) DSG7 L&K";GAZOLE;BERLINE;1968;SUPERIEURE;8;110,000;;1573;0,07;AUTOMATIQUE;7;7,078;7,453;5,220;5,562;4,443;5,021;5,097;5,862;5,184;5,772;;;;;;;185,44;195,27;136,74;148,05;116,37;131,53;133,50;153,56;135,80;151,20;0,024;;0,032;0,040;0,000;1648;1648;Malus;240;47108
SKODA;KAMIQ;KAMIQ;VGF;"Kamiq Ambition 1.0 TSI (110ch) DSG7. châssis classique. classe A";ESSENCE;"TS TERRAINS/CHEMINS";999;"MOYENNE INFERIEURE";6;81,000;;1185;0,07;AUTOMATIQUE;7;6,966;7,767;5,489;6,450;4,795;5,939;5,474;7,187;5,466;6,729;;;;;;;158,22;176,41;124,62;146,45;108,82;134,81;124,27;163,22;124,10;152,80;0,153;0,023;0,043;;0,000;1260;1260;Malus;170;29620
B.M.W.;"SERIE 1";116;AUTRES;116i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";6;80,000;;1320;0,06;MECANIQUE;6;7,870;8,349;5,676;6,530;4,824;5,905;5,453;6,998;5,626;6,746;;;;;;;179,70;190,56;129,55;148,97;110,05;134,69;124,43;159,66;128,40;153,90;0,179;0,019;0,011;;0,000;1395;1395;Malus;125;30128
MERCEDES;"CLASSE A";"A 180";AUTRES;"A 180";ESSENCE;BERLINE;1332;"MOYENNE INFERIEURE";7;100,000;;1290;0,08;AUTOMATIQUE;7;8,377;9,468;5,770;6,752;4,928;6,042;5,507;7,040;5,764;6,997;;;;;;;190,47;215,24;131,12;153,42;111,96;137,26;125,14;159,98;131,00;159,00;0,101;0,027;0,031;;0,000;1365;1365;Malus;260;37475
FORD;TOURNEO;"TOURNEO CONNECT";FORD;"TOURNEO CONNECT 1.5 EcoBlue (100ch) BVM6";GAZOLE;COMBISPACE;1499;INFERIEURE;5;73,300;;1635;0,04;MECANIQUE;6;5,853;6,831;5,202;6,135;4,719;5,648;6,052;7,064;5,442;6,407;;;;;;;153,41;179,05;136,33;160,80;123,66;148,03;158,62;185,16;142,61;167,94;0,045;0,005;0,030;0,034;0,000;1710;1796;Malus;740;26495
PORSCHE;"PANAMERA 4S E-HYBRID";PANAMERA;VGF;"PANAMERA 4S E-Hybrid";"ELEC+ESSENC HR";BERLINE;2894;LUXE;33;324,000;70,000;2225;0,15;AUTOMATIQUE;8;;;;;;;;;2,100;2,500;222,460;237,280;55,000;47,000;55,000;50,000;;;;;;;;;47,50;57,60;0,234;0,021;0,017;;0,000;2300;2525;"Neutre 0";7250;137456
RENAULT;MEGANE;MEGANE;RENAULT;"MEGANE Berline (140ch)";ESSENCE;BERLINE;1332;"MOYENNE INFERIEURE";7;103,000;;1242;0,08;AUTOMATIQUE;7;7,877;8,222;5,657;6,168;4,910;5,355;5,974;6,416;5,835;6,279;;;;;;;178,32;186,07;127,97;139,49;111,03;121,05;135,15;145,10;132,00;142,00;0,246;0,012;0,020;;0,000;1317;1317;Malus;240;32750
RENAULT;ARKANA;ARKANA;RENAULT;"ARKANA (140ch+0Kw)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;"MOYENNE INFERIEURE";7;103,000;0,000;1336;0,08;AUTOMATIQUE;7;7,513;7,658;5,704;5,936;4,987;5,176;5,967;6,314;5,817;6,065;;;;;;;169,87;173,08;128,77;133,96;112,49;116,71;134,75;142,55;131,35;136,90;0,540;0,014;0,022;;0,000;1411;1411;"Neutre 0";11900;33288
B.M.W.;M5;M5;AUTRES;"M5 Competition";ESSENCE;BERLINE;4395;LUXE;57;460,000;;1895;0,24;AUTOMATIQUE;8;21,003;20,838;10,321;10,835;8,776;9,323;9,294;9,830;10,902;11,344;;;;;;;479,96;476,09;235,71;247,37;200,40;212,80;212,24;224,40;249,00;259,00;0,214;0,013;0,011;;0,000;1970;1970;Malus;40000;138500
FIAT;500;500;STELLANTIS;"500 Hybrid 1.0 BSG (70ch) Start/Stop Euro 6";"ESS+ELEC HNR";BERLINE;999;ECONOMIQUE;4;51,500;1,370;1010;0,05;MECANIQUE;6;5,629;5,839;4,814;5,199;4,312;4,815;5,410;6,257;4,979;5,541;;;;;;;128,48;133,12;109,81;118,47;98,31;109,68;123,47;142,71;113,60;126,31;0,281;0,031;0,048;;;1085;1085;"Neutre 0";11900;17876
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1410;0,07;MECANIQUE;6;8,554;8,773;5,965;6,840;5,141;6,152;5,973;7,354;6,059;7,068;;;;;;;194,71;199,59;135,66;155,51;116,88;139,81;135,85;167,24;137,80;160,70;0,267;0,025;0,014;;0,000;1485;1485;Malus;280;40217
MERCEDES;"CLASSE A";"A 180";AUTRES;"A 180";ESSENCE;BERLINE;1332;"MOYENNE INFERIEURE";7;100,000;;1290;0,08;MECANIQUE;6;8,062;8,934;5,733;6,774;4,859;6,063;5,462;7,210;5,678;6,997;;;;;;;183,13;202,95;130,16;153,82;110,28;137,65;123,98;163,74;128,90;158,90;0,111;0,023;0,027;;0,000;1365;1365;Malus;210;39983
B.M.W.;"SERIE X";X3;AUTRES;"X3 xDrive18d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1995;SUPERIEURE;8;110,000;0,000;1810;0,06;AUTOMATIQUE;8;6,508;7,213;5,161;6,336;4,920;5,774;5,949;7,126;5,546;6,560;;;;;;;170,46;188,94;135,11;165,91;128,78;151,17;155,79;186,67;145,20;171,80;0,159;;0,023;0,061;0,000;1885;1885;Malus;12773;55100
VOLKSWAGEN;TIGUAN;TIGUAN;VGF;"TIGUAN 2.0 TDI (150ch) DSG7 ess4 ss+r opt PAC 17/18'' rlt fbl résist EU6AP FIA";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";8;110,000;;1556;0,07;AUTOMATIQUE;7;7,218;7,644;5,117;5,680;4,371;5,047;5,121;6,023;5,168;5,868;;;;;;;189,13;200,29;134,06;148,79;114,51;132,21;134,16;157,79;135,40;153,73;0,026;;0,030;0,039;0,000;1631;1631;Malus;740;48739
RENAULT;MEGANE;MEGANE;RENAULT;"MEGANE Berline (115ch)";GAZOLE;BERLINE;1461;"MOYENNE INFERIEURE";6;85,000;;1320;0,06;MECANIQUE;6;5,333;5,694;4,550;5,122;4,014;4,402;4,809;5,181;4,581;4,997;;;;;;;139,49;149,03;118,94;134,01;104,86;115,13;125,73;135,57;119,75;130,75;0,171;;0,021;0,082;0,000;1395;1395;"Neutre 0";;32275
SKODA;"OCTAVIA RS";OCTAVIA;VGF;"OCTAVIA Combi RS 2.0 TSI (245ch) DSG7";ESSENCE;BERLINE;1984;"MOYENNE SUPERIEURE";14;180,000;;1468;0,12;AUTOMATIQUE;7;10,458;11,018;6,730;7,321;5,450;6,061;5,900;6,827;6,537;7,250;;;;;;;237,70;250,34;152,87;166,23;123,76;137,55;134,01;154,99;148,50;164,60;0,182;0,021;0,020;;0,000;1543;1543;Malus;2544;42700
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC 1.5 TSI (150ch) BVM6 16/17'' rlt fbl résist EU6AP FIA éqt gnI Freins 15''";ESSENCE;"TS TERRAINS/CHEMINS";1498;INFERIEURE;8;110,000;;1270;0,09;MECANIQUE;6;7,523;8,061;5,533;6,197;4,819;5,522;5,580;6,643;5,594;6,395;;;;;;;169,78;181,95;124,81;139,81;108,67;124,56;125,87;149,90;126,20;144,30;0,115;0,013;0,018;;0,000;1345;1345;Malus;210;34790
RENAULT;KADJAR;KADJAR;RENAULT;"KADJAR (115ch)";GAZOLE;"TS TERRAINS/CHEMINS";1461;"MOYENNE SUPERIEURE";6;85,000;;1466;0,06;MECANIQUE;7;5,768;6,035;4,859;5,162;4,382;4,673;5,631;5,838;5,107;5,367;;;;;;;151,38;158,46;127,50;135,50;114,95;122,63;147,78;153,28;134,00;140,90;0,116;0,042;0,037;0,075;0,000;1541;1541;Malus;190;32240
LEXUS;RX450H;RX;TOYOTA;"RX 450h";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";3456;LUXE;16;193,000;71,500;2100;0,09;"VARIATION CONTINUE";0;8,021;8,489;6,516;6,866;6,613;7,024;8,860;9,455;7,578;8,049;;;;;;;181,52;192,51;147,43;155,66;149,63;159,25;200,53;214,42;171,48;182,51;0,109;0,013;0,007;;0,000;2175;2175;Malus;15703;79890
DACIA;DUSTER;DUSTER;RENAULT;"DUSTER (115ch)";GAZOLE;"TS TERRAINS/CHEMINS";1461;INFERIEURE;6;85,000;;1328;0,06;MECANIQUE;6;5,284;5,301;4,426;4,510;4,149;4,505;5,249;5,611;4,747;5,004;;;;;;;138,47;138,90;115,92;118,10;108,66;117,98;137,56;147,05;124,36;131,10;0,157;;0,029;0,082;0,001;1403;1460;"Neutre 0";;21013
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (101ch)";ESS+G.P.L.;"TS TERRAINS/CHEMINS";999;INFERIEURE;5;67,000;;1280;0,06;MECANIQUE;6;7,290;7,568;5,458;5,938;5,027;5,481;6,230;6,763;5,843;6,307;;;;;;;164,97;171,25;123,38;134,25;113,61;123,88;140,90;152,97;132,12;142,62;0,266;0,038;0,027;;;1355;1355;"Neutre 0";;25250
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (101ch)";ESS+G.P.L.;"TS TERRAINS/CHEMINS";999;INFERIEURE;5;74,000;;1280;0,06;MECANIQUE;6;9,401;9,988;6,974;7,559;6,487;7,033;8,076;8,749;7,538;8,142;;;;;;;143,20;152,09;108,53;117,63;100,85;109,38;125,61;136,10;116,84;126,23;0,239;0,045;0,029;;;1355;1355;"Neutre 0";;25250
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive30d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;LUXE;17;210,000;0,000;2190;0,10;AUTOMATIQUE;8;8,821;8,884;6,274;7,266;5,579;6,624;6,588;7,831;6,510;7,484;;;;;;;230,96;232,59;164,21;190,19;146,00;173,36;172,43;204,99;170,40;195,90;0,141;;0,045;0,063;0,001;2265;2265;Malus;16608;79017
CITROEN;C4;C4;STELLANTIS;"C4 1.2 PureTech S&S (130ch) BVA8";ESSENCE;BERLINE;1199;"MOYENNE INFERIEURE";7;96,000;;1278;0,08;AUTOMATIQUE;8;7,102;7,494;5,739;6,204;4,779;5,255;5,736;6,469;5,624;6,178;;;;;;;160,36;169,10;129,50;139,88;107,76;118,41;129,44;145,89;126,89;139,29;0,325;0,020;0,033;;0,001;1353;1353;Malus;75;31380
MERCEDES;"CLASSE EQV";"EQV 300";AUTRES;"EQV (150kW) extra-long";ELECTRIC;MONOSPACE;0;SUPERIEURE;5;;70,000;2585;0,00;"VARIATION ELECTRIQUE";1;;;;;;;;;;;265,000;320,000;378,000;302,000;552,400;365,000;;;;;;;;;;;;;;;;2660;2660;"Neutre 0";-6000;75078
KIA;CEED;CEED;HYUNDAI;"CEED SW 1.6 Diesel CRDi (136ch) ISG MHEV DCT7";"GAZ+ELEC HNR";BREAK;1598;"MOYENNE INFERIEURE";7;100,000;5,700;1407;0,07;AUTOMATIQUE;7;5,309;5,658;4,380;4,807;3,930;4,333;4,756;5,234;4,498;4,926;;;;;;;139,07;148,22;114,69;125,87;102,89;113,45;124,55;137,09;117,80;129,00;0,108;;0,009;0,047;0,000;1482;1482;"Neutre 0";11900;34316
RENAULT;MEGANE;MEGANE;RENAULT;"MEGANE Estate (140ch)";ESSENCE;BREAK;1332;"MOYENNE INFERIEURE";7;103,000;;1315;0,08;MECANIQUE;6;7,182;7,846;5,547;6,140;4,879;5,375;5,943;6,420;5,699;6,231;;;;;;;162,64;177,64;125,54;138,94;110,40;121,59;134,53;145,29;129,00;141,00;0,183;0,013;0,010;;0,000;1390;1390;Malus;170;30775
HYUNDAI;"I 20";"I 20";HYUNDAI;"i20 1.0 T-GDi (100ch) DCT-7 hybrid 48V Intuitive / Business";"ESS+ELEC HNR";BERLINE;998;INFERIEURE;5;73,500;7,940;1115;0,07;AUTOMATIQUE;7;6,518;6,865;4,825;5,398;4,239;4,836;5,364;6,027;5,061;5,643;;;;;;;148,19;156,05;109,63;122,64;96,27;109,83;121,90;136,95;115,00;128,22;0,150;0,027;0,025;;0,000;1190;1190;"Neutre 0";11900;23800
